3420	3395
1739	3913
150	296
5511	5578
2344	805
1672	1724
1400	2372
722	598
1190	1968
5603	1769
5182	4798
5945	1212
2839	4403
3299	1660
604	599
2491	1452
823	826
597	4884
5019	1598
3450	3455
6086	1956
1666	101
1867	1858
5005	4983
3976	4903
1832	1781
1028	844
4495	6157
3259	3352
281	256
3920	4314
2694	5062
3765	3375
295	3740
2106	2262
1802	1769
4160	890
2401	1240
1775	21
1184	15
222	3244
1331	1259
557	1352
2282	4784
1983	604
553	3286
704	3226
1967	2735
4019	3317
514	831
3912	222
202	50
1991	2444
3138	1041
639	662
4311	1369
4888	3216
3153	3266
2087	2965
3739	1440
1967	1869
5831	5829
3666	4364
188	515
3811	1272
1566	6112
5485	4217
4718	4907
1619	2363
2077	516
1175	2360
789	828
60	1617
1606	3927
3087	5815
4882	5001
267	2779
887	3907
3915	4111
293	805
1098	1104
5495	4151
3939	3986
1039	250
4796	5534
2381	1382
509	4338
423	418
2289	1596
4935	3721
2370	805
3184	3363
4511	4145
1787	2425
2399	4945
4469	3198
2851	1272
4080	1131
1769	5139
2790	1288
5825	6012
5896	3735
3944	5833
51	3407
252	1107
1298	1303
1172	4005
401	5505
992	261
872	3894
482	2132
1200	418
1570	1597
2390	5473
279	474
2783	2908
319	1893
2962	4528
174	482
1178	848
344	1933
5042	2645
421	533
1562	836
135	955
2188	827
805	80
3915	3126
6113	5340
5111	2177
5323	3516
2364	2367
5005	5167
3137	8
5970	4428
1225	1319
4791	4834
133	42
1775	1577
4106	3326
278	290
5700	4700
6060	5289
5133	2109
317	1076
1686	4713
2767	2755
1607	1949
2590	4843
2943	210
1981	1986
3828	2311
2660	2680
62	2416
1123	4162
4770	833
3192	3192
2162	5129
458	2007
3178	3372
3552	5848
5923	643
372	1910
3281	936
4044	2547
148	1078
3552	989
1967	2785
2887	151
984	5680
471	1696
5588	4245
5569	881
4159	1047
54	2307
4918	3883
601	310
3525	3547
693	424
4401	4424
166	1686
1711	662
1635	1733
1665	2007
5006	4792
586	1037
4273	3251
2771	2777
4821	3601
2514	1320
4531	277
1458	2761
295	810
1702	1653
1428	1221
5668	4185
910	4518
787	2767
2404	3208
1626	5081
6017	6022
4297	5769
3590	467
446	451
4508	1976
208	3369
3175	3204
4	1274
18	1821
1670	1669
1564	832
5718	3336
5766	5425
6141	5712
653	707
3198	221
51	26
4766	4837
692	391
20	265
4262	3668
4550	6069
4714	4714
4803	67
2810	1565
3142	4351
2359	15
528	397
4493	3728
1924	1867
5602	4724
2812	976
3547	5152
6109	5834
4699	3912
1857	331
53	833
3430	3326
592	702
1015	6
3927	802
3307	936
6172	3537
5176	5715
61	4973
5304	3534
4441	4037
1597	1689
5318	3552
3128	3225
135	190
4025	1024
3815	326
1224	27
513	3516
4369	156
207	308
2178	2081
1592	3566
3192	4129
1738	2334
3516	415
2760	789
1663	1612
294	4251
1697	226
4885	1867
991	40
1773	1966
216	213
690	592
5104	1997
149	253
442	2202
3170	4196
710	53
289	5306
2075	2832
20	702
2052	3033
17	3343
1863	4696
4117	5678
464	219
4698	2412
634	260
260	3569
4824	1577
1199	492
1431	4508
357	384
3503	5334
1571	1592
4159	207
188	479
1566	2057
2355	234
4837	4795
91	73
4005	952
3626	4888
59	3309
5935	3013
3976	67
4948	953
4710	463
6066	6054
321	127
524	2745
5163	5297
4511	4500
103	504
3677	3518
2998	3036
3688	5518
5120	4321
2370	2346
4220	4230
4711	3915
2060	4770
2139	1724
481	2384
5358	2138
1690	2839
2213	207
2173	1803
2008	2325
3206	3805
3128	27
5119	1598
3954	3999
185	4031
4495	4297
440	1879
5124	5881
3918	1029
1589	5575
199	219
4179	2424
686	3565
3267	3167
3285	4606
1240	873
3811	3356
2085	2868
3860	3134
799	941
5007	5032
2530	4044
5663	2556
2354	2765
1769	5016
3256	4722
4111	1078
5373	5446
3372	5714
2882	2882
3272	5615
3961	4367
995	2563
3930	1172
151	4
2785	99
3737	4528
3442	3690
2254	1979
968	4043
3928	4318
2184	2747
5822	6044
342	100
836	1231
1855	1789
5452	668
3638	123
124	3236
285	346
4990	3445
1391	2579
110	4048
5699	6090
2948	5133
4902	2207
5718	5908
455	4733
1725	113
76	39
425	1685
3427	943
2572	5277
3060	3036
2819	2019
5932	6133
2587	1818
2120	2674
1246	3201
4507	1235
26	1956
4989	2104
7	1206
1905	1861
3153	3910
4407	525
5646	2888
3845	4172
2065	1381
5862	2993
2287	2184
2930	5420
1654	1605
4592	4504
1698	819
4017	4414
5079	623
85	150
969	1355
118	397
3262	180
420	805
64	802
5387	3826
3247	2180
2841	1758
2495	2696
3448	622
5448	4860
3980	3981
5865	1968
5499	1025
3513	120
5963	5483
4018	4799
5739	5038
37	257
871	823
1338	409
246	35
1340	485
4697	2167
3161	5773
4440	3464
317	660
4204	3482
4550	3574
1374	2948
1910	1680
3224	1086
979	1631
1005	5
1580	1574
1818	1575
2859	2517
176	3899
2984	1432
2039	12
1049	1978
5142	5228
73	6
2803	2074
833	78
855	831
2695	842
3425	3128
127	2444
3943	4113
5304	1583
1592	1644
2736	2307
1600	1953
1062	818
3249	147
3370	4761
61	446
3238	498
4958	3789
5860	1953
3017	1983
2410	1235
2449	5983
2763	2273
4835	4078
1983	5197
4751	5537
1593	1614
5483	1665
2832	2801
3621	3815
2197	2160
1586	1199
1578	4898
1807	635
525	409
1586	4006
25	1006
52	82
392	575
1739	3574
5441	4445
5361	479
1635	2629
1856	5087
3175	3131
5901	3633
624	4870
1020	704
418	2029
1774	5587
1690	5682
317	1769
3193	258
56	1806
4140	4128
4529	4528
3272	4834
228	9
1783	4272
4797	3244
2133	6038
837	849
1819	1724
4183	3288
97	683
0	201
228	1455
2311	175
118	1703
256	244
1164	1110
5142	2313
3741	3693
3443	569
479	85
58	2393
401	265
919	828
4275	6191
691	3630
3181	6104
2590	6058
5980	2841
3346	29
4298	4057
5121	1984
378	223
2899	544
1105	1050
5328	4906
510	1498
1760	2247
446	1954
3139	5127
9	802
547	107
3912	4155
3836	319
679	609
3	198
4130	4112
3902	1116
6056	3713
1391	289
3592	3347
2894	1222
3218	3999
1699	3161
3153	3156
518	1183
3345	3455
3256	1685
6006	148
6093	3536
4751	1602
4982	4991
526	1635
2841	2858
607	1510
1824	3142
4113	3137
1604	556
4212	3761
1297	1104
1910	4747
1725	163
5545	2494
5062	1571
1575	1827
674	2124
63	1576
2625	3430
3371	4641
1370	1398
4004	3272
62	220
1681	1676
3918	3042
1188	1141
3324	4108
398	823
5468	5080
3458	4217
3783	3680
4819	5573
5568	4713
3177	5081
4034	3146
452	3578
4537	3160
4818	813
3143	1617
538	3619
501	410
128	1610
4766	5136
4181	6135
3518	3729
246	1863
154	1233
5398	1784
1055	1343
1598	787
3082	5767
587	196
2468	2848
433	5169
1135	3841
3993	3186
33	1413
4419	952
4235	805
2430	5358
439	432
452	598
981	1004
3584	4706
2261	4786
3274	3141
221	2662
165	3127
0	231
540	521
306	3321
4223	4150
506	399
3253	3249
237	757
3265	3131
1097	2681
2070	1669
3359	612
4107	6054
1335	534
534	2877
3421	3422
4809	3128
150	1272
2483	1699
296	139
179	1254
5718	3763
141	1636
1763	802
985	0
1310	1311
2374	1173
3544	4801
613	524
3569	3134
3903	2135
3155	614
4136	5472
6115	3582
495	99
2003	2393
4225	5458
5128	5082
2857	2565
1623	1962
3234	3276
521	3155
3260	1381
2331	3394
350	3878
3248	4785
4062	4259
3568	3690
2654	4074
970	5541
1380	592
1690	4915
325	3450
538	1702
399	448
4131	982
238	5218
25	110
302	1718
1643	402
12	18
3418	153
476	2374
635	2246
5100	4717
1722	3700
2412	4284
6003	122
813	792
793	1641
5182	5038
3270	3271
3482	2148
1608	968
2375	2769
5763	5671
3436	3436
2957	1275
2314	2515
2993	2825
4436	4437
397	1270
181	3141
1025	1003
2541	1564
4706	4894
356	85
473	42
349	4078
4300	3522
4206	4017
2005	5914
3137	1381
436	1403
0	27
4909	2682
3408	5156
1373	1372
177	1717
1983	2368
2792	2696
415	2005
4257	3964
1458	4573
5908	1236
2459	2656
3155	79
3890	101
1399	1000
274	659
1322	1037
1344	3836
1006	2566
5621	3475
211	2227
3176	3586
4407	4620
2499	947
4223	1295
3225	4846
4533	5949
4434	3248
2057	116
3238	3285
204	2547
1376	2573
3568	3272
3909	817
5532	2032
3916	4114
3201	4773
391	3329
1104	143
2363	805
3626	4437
212	662
3225	3286
3979	3174
1870	2408
619	607
4202	984
86	15
6069	4249
2941	3021
1300	1298
1440	4377
2700	6222
4742	5480
4059	4278
3696	1840
4530	4633
5333	2309
3792	276
1003	988
1007	4209
806	1098
